codice_cliente,next_best_action,nba_expected_value,priority_score,nba_reason,churn_score_model,cross_sell_score,clv_stimato,potenziale_crescita,engagement_score,satisfaction_score,reclami_totali,mesi_da_ultima_visita,multi_polizza_flag,valore_atteso_euro
18451,Retention (anti-churn),336.21809696160176,336.21809696160176,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.95,11429,77.7,74.5,90.4,0,1.4,1,336
12132,Retention (anti-churn),335.59015783401395,335.59015783401395,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.13,0.76,2553,69.6,46.3,69.7,1,11.5,0,336
10513,Retention (anti-churn),335.46022706396286,335.46022706396286,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.72,7022,76.4,70.0,81.4,0,16.8,1,335
18505,Retention (anti-churn),335.14654559366465,335.14654559366465,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.87,8323,52.3,67.3,79.8,0,6.6,1,335
15908,Retention (anti-churn),334.83012958261895,334.83012958261895,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.85,19274,74.4,52.1,72.6,0,11.6,1,335
17857,Retention (anti-churn),335.40117235797186,335.40117235797186,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.98,20228,60.2,84.2,74.5,0,3.6,1,335
10779,Retention (anti-churn),334.7819044759853,334.7819044759853,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.23,4455,47.1,30.5,83.5,0,14.8,0,335
15420,Retention (anti-churn),334.5412125813899,334.5412125813899,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.98,8093,64.5,100.0,82.7,0,1.3,1,335
10147,Retention (anti-churn),335.0089063152832,335.0089063152832,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.85,13004,64.4,62.9,86.7,0,9.1,1,335
12208,Retention (anti-churn),333.77774498185437,333.77774498185437,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.75,6471,72.0,62.4,76.2,1,17.2,1,334
19110,Retention (anti-churn),333.5575930281126,333.5575930281126,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.92,14178,81.1,63.7,83.5,0,16.6,1,334
11087,Retention (anti-churn),333.70760016061104,333.70760016061104,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.18,4868,46.1,27.4,88.8,0,20.2,0,334
12963,Retention (anti-churn),333.9566848715245,333.9566848715245,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.99,12625,66.9,82.8,60.9,1,2.8,1,334
15466,Retention (anti-churn),333.5046800774534,333.5046800774534,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.98,19648,71.1,89.7,78.4,0,1.7,1,334
18384,Retention (anti-churn),333.70727221915035,333.70727221915035,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.55,5378,56.9,41.4,84.2,0,8.3,0,334
16937,Retention (anti-churn),333.5761217495391,333.5761217495391,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.22,4623,80.7,54.3,86.3,0,14.6,1,334
17766,Retention (anti-churn),332.6294869836,332.6294869836,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.96,23821,69.5,89.1,71.8,1,2.1,1,333
12633,Retention (anti-churn),332.5527228222695,332.5527228222695,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.84,17018,77.5,79.4,90.8,0,0.8,1,333
13378,Retention (anti-churn),332.94967145131955,332.94967145131955,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.78,12394,70.0,60.4,85.0,0,23.7,1,333
10014,Retention (anti-churn),332.8106255883803,332.8106255883803,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.49,5787,57.8,37.2,80.4,0,5.3,0,333
13368,Retention (anti-churn),332.8097531488239,332.8097531488239,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.69,7657,62.8,59.9,86.3,0,13.2,1,333
17940,Retention (anti-churn),332.7455268385719,332.7455268385719,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.87,8672,78.8,68.0,82.0,0,8.9,1,333
12847,Retention (anti-churn),333.0535422778784,333.0535422778784,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.57,5723,57.8,48.3,67.0,1,20.6,1,333
17902,Retention (anti-churn),333.07717352507797,333.07717352507797,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.96,14846,80.6,75.2,77.0,1,1.5,1,333
13294,Retention (anti-churn),333.33953197341793,333.33953197341793,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.69,6803,49.5,74.3,87.9,0,1.8,1,333
14433,Retention (anti-churn),333.47980017693556,333.47980017693556,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.13,0.07,2572,59.7,26.7,84.3,0,14.0,0,333
15181,Retention (anti-churn),331.5509586083018,331.5509586083018,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.9,12638,57.2,69.2,65.9,1,10.4,1,332
10110,Retention (anti-churn),331.637403007885,331.637403007885,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.3,2825,76.6,52.0,82.4,0,23.5,1,332
15551,Retention (anti-churn),332.04120462368223,332.04120462368223,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.78,7030,71.0,60.0,88.4,0,12.8,1,332
9738,Retention (anti-churn),331.2907168138822,331.2907168138822,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.96,7387,72.4,80.7,76.9,0,1.8,1,331
11273,Retention (anti-churn),330.8813686958976,330.8813686958976,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.26,4245,62.9,27.6,88.3,0,14.0,0,331
15367,Retention (anti-churn),330.73146392774373,330.73146392774373,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.79,6334,43.4,58.0,77.9,0,15.3,1,331
11403,Retention (anti-churn),330.88995305939096,330.88995305939096,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.88,10049,77.3,83.9,84.7,0,1.0,1,331
11266,Retention (anti-churn),331.426832441177,331.426832441177,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.77,7820,56.1,71.6,87.1,0,2.9,1,331
12879,Retention (anti-churn),331.3314680762392,331.3314680762392,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.64,16033,55.7,54.0,87.6,0,15.0,1,331
13086,Retention (anti-churn),330.28226884738086,330.28226884738086,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.69,5187,78.6,44.9,61.0,0,11.4,1,330
16874,Retention (anti-churn),330.32646204017186,330.32646204017186,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.68,10097,80.4,38.6,92.7,0,7.1,0,330
12066,Retention (anti-churn),330.4311174304934,330.4311174304934,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.99,24816,72.2,89.2,82.5,0,0.9,1,330
13616,Retention (anti-churn),330.1329044704415,330.1329044704415,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.78,9974,49.3,63.8,76.2,0,17.0,1,330
18802,Retention (anti-churn),330.09972543971617,330.09972543971617,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.82,9280,61.0,77.1,81.1,0,2.7,1,330
9635,Retention (anti-churn),329.94992755467894,329.94992755467894,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.39,3101,70.8,40.5,78.6,0,5.9,0,330
14723,Retention (anti-churn),329.8418904370667,329.8418904370667,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.66,8931,51.8,56.6,82.1,0,6.2,1,330
14951,Retention (anti-churn),329.62035762263827,329.62035762263827,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.59,4171,64.9,47.4,89.2,0,15.5,0,330
17688,Retention (anti-churn),328.5664548078042,328.5664548078042,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.61,7886,61.4,50.0,85.7,0,20.1,1,329
13622,Retention (anti-churn),328.8272327233209,328.8272327233209,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.81,5346,61.8,55.9,92.0,0,9.4,0,329
12206,Retention (anti-churn),328.97947933237003,328.97947933237003,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.94,10065,74.4,84.2,83.2,0,3.4,1,329
14548,Retention (anti-churn),329.34820164850447,329.34820164850447,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.72,12525,77.0,51.0,81.6,0,4.8,1,329
13017,Retention (anti-churn),329.1513581353425,329.1513581353425,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.72,5328,73.1,74.4,90.3,0,3.2,1,329
10563,Retention (anti-churn),328.8030359524827,328.8030359524827,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.85,9314,77.1,65.2,80.6,0,19.7,1,329
18578,Retention (anti-churn),328.7018117708809,328.7018117708809,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.85,22215,57.1,68.1,89.1,0,4.3,1,329
14074,Retention (anti-churn),329.3848481775605,329.3848481775605,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.67,15696,79.2,71.7,92.0,0,2.8,1,329
15049,Retention (anti-churn),329.0146443253652,329.0146443253652,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.89,9915,73.7,71.7,89.7,0,2.7,1,329
18907,Retention (anti-churn),327.87486190367576,327.87486190367576,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.92,10078,78.6,87.6,86.5,0,2.1,1,328
11878,Retention (anti-churn),327.92346038655603,327.92346038655603,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.95,12792,48.8,90.6,72.5,0,3.5,1,328
13092,Retention (anti-churn),328.4787165664742,328.4787165664742,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.33,2993,49.9,40.9,84.7,0,8.5,0,328
14284,Retention (anti-churn),328.3467963731472,328.3467963731472,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.61,9718,52.8,52.5,80.9,0,12.2,1,328
12940,Retention (anti-churn),327.7027359552431,327.7027359552431,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.81,21245,70.5,48.4,78.8,0,5.2,1,328
17127,Retention (anti-churn),328.4856643965429,328.4856643965429,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.78,18613,68.7,54.5,79.6,0,8.2,1,328
10713,Retention (anti-churn),327.7153092781038,327.7153092781038,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.85,17153,84.1,56.5,87.8,0,4.8,1,328
18313,Retention (anti-churn),327.68674467794534,327.68674467794534,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.76,8895,73.6,42.9,73.2,0,4.3,1,328
18834,Retention (anti-churn),326.98228637159946,326.98228637159946,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.22,8637,56.7,37.6,83.2,0,16.8,1,327
17181,Retention (anti-churn),327.30928890282416,327.30928890282416,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.7,9592,84.3,54.0,90.8,0,6.1,1,327
16016,Retention (anti-churn),327.3043085055172,327.3043085055172,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.74,3970,62.4,60.6,79.1,0,13.0,1,327
11653,Retention (anti-churn),326.5130274157419,326.5130274157419,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.52,3833,68.4,59.1,85.2,0,13.4,1,327
10228,Retention (anti-churn),327.3541868349821,327.3541868349821,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.62,9151,48.3,52.0,67.9,1,8.9,1,327
12783,Retention (anti-churn),327.4535732265781,327.4535732265781,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.97,9217,83.3,74.0,71.5,1,3.2,1,327
19158,Retention (anti-churn),326.97309005374,326.97309005374,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.25,2794,62.8,39.4,89.4,0,23.7,0,327
10414,Retention (anti-churn),325.5688468672529,325.5688468672529,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.74,5480,74.3,46.8,60.6,0,10.1,1,326
14354,Retention (anti-churn),325.90335134975464,325.90335134975464,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.36,8809,59.7,47.5,81.2,0,5.7,1,326
11764,Retention (anti-churn),325.9466853696129,325.9466853696129,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.85,14588,72.1,70.2,90.0,0,2.9,1,326
18677,Retention (anti-churn),325.5179932778373,325.5179932778373,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.83,11241,72.0,62.8,86.8,0,4.7,1,326
13037,Retention (anti-churn),325.8004425058445,325.8004425058445,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.33,4787,79.6,25.5,79.1,0,4.1,0,326
14493,Retention (anti-churn),326.15301514718175,326.15301514718175,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.94,23645,73.4,66.0,74.4,1,5.6,1,326
